 time, vibration, pressure, z_tilt
 14:47:2 2022/6/3,1,901,100
 14:47:3 2022/6/3,1,901,8
 14:47:3 2022/6/3,1023,901,4
 14:47:4 2022/6/3,0,902,20
 14:47:4 2022/6/3,0,901,272
 14:47:5 2022/6/3,0,901,56
 14:47:5 2022/6/3,1023,902,48
 14:47:6 2022/6/3,1,902,104
 14:47:6 2022/6/3,0,900,128
 14:47:7 2022/6/3,0,899,156
 14:47:7 2022/6/3,1,896,180
 14:47:8 2022/6/3,0,897,-120
 14:47:8 2022/6/3,0,897,108
 14:47:9 2022/6/3,0,900,-84
 14:47:9 2022/6/3,0,901,368
 14:47:10 2022/6/3,0,903,-108
 14:47:10 2022/6/3,0,903,-56
 14:47:11 2022/6/3,0,903,160
 14:47:11 2022/6/3,0,902,-8
 14:47:12 2022/6/3,0,903,-96
 14:47:12 2022/6/3,0,903,136
 14:47:13 2022/6/3,1,902,268
 14:47:13 2022/6/3,0,903,256
 14:47:14 2022/6/3,1023,902,100
 14:47:14 2022/6/3,1,902,144
 14:47:15 2022/6/3,0,899,400
 14:47:15 2022/6/3,208,900,184
 14:47:16 2022/6/3,0,901,172
 14:47:16 2022/6/3,0,901,272
 14:47:17 2022/6/3,1023,901,208
 14:47:17 2022/6/3,1023,900,72
 14:47:18 2022/6/3,1023,899,20
 14:47:18 2022/6/3,1,900,204
 14:47:19 2022/6/3,0,901,208
 14:47:19 2022/6/3,0,895,456
 14:47:20 2022/6/3,0,898,272
 14:47:20 2022/6/3,0,901,-56
 14:47:21 2022/6/3,0,902,164
 14:47:21 2022/6/3,0,903,276
 14:47:22 2022/6/3,1,903,324
 14:47:22 2022/6/3,0,903,292
 14:47:23 2022/6/3,0,902,456
 14:47:23 2022/6/3,0,903,228
 14:47:24 2022/6/3,0,901,684
 14:47:24 2022/6/3,0,902,480
 14:47:25 2022/6/3,0,903,212
 14:47:25 2022/6/3,0,903,452
 14:47:26 2022/6/3,0,903,384
 14:47:26 2022/6/3,0,903,348
 14:47:27 2022/6/3,0,903,676
 14:47:27 2022/6/3,1023,904,204
 14:47:28 2022/6/3,1023,903,200
 14:47:29 2022/6/3,0,902,440
 14:47:29 2022/6/3,0,902,228
 14:47:30 2022/6/3,4,901,428
 14:47:30 2022/6/3,0,901,276
 14:47:31 2022/6/3,0,901,344
 14:47:31 2022/6/3,0,902,284
 14:47:32 2022/6/3,0,908,40
 14:47:32 2022/6/3,0,911,400
 14:47:33 2022/6/3,0,912,88
 14:47:33 2022/6/3,0,912,-36
 14:47:34 2022/6/3,0,911,520
 14:47:34 2022/6/3,0,912,568
 14:47:35 2022/6/3,0,911,748
 14:47:35 2022/6/3,0,911,828
 14:47:36 2022/6/3,0,911,472
 14:47:36 2022/6/3,0,911,136
 14:47:37 2022/6/3,0,911,352
 14:47:37 2022/6/3,0,910,264
 14:47:38 2022/6/3,0,907,152
 14:47:38 2022/6/3,0,906,168
 14:47:39 2022/6/3,0,907,396
 14:47:39 2022/6/3,0,907,276
 14:47:40 2022/6/3,0,906,224
 14:47:40 2022/6/3,0,906,412
 14:47:41 2022/6/3,1,907,404
 14:47:41 2022/6/3,0,906,288
 14:47:42 2022/6/3,0,904,256
 14:47:42 2022/6/3,0,903,212
 14:47:43 2022/6/3,0,902,68
 14:47:43 2022/6/3,0,902,256
 14:47:44 2022/6/3,0,902,124
 14:47:44 2022/6/3,4,903,588
 14:47:45 2022/6/3,1023,904,-324
 14:47:45 2022/6/3,2,902,172
 14:47:46 2022/6/3,1,902,76
 14:47:46 2022/6/3,0,903,-360
 14:47:47 2022/6/3,1,904,-76
 14:47:47 2022/6/3,0,904,84
 14:47:48 2022/6/3,0,904,-92
 14:47:48 2022/6/3,0,905,120
 14:47:49 2022/6/3,0,905,84
 14:47:49 2022/6/3,1,905,268
 14:47:50 2022/6/3,0,905,256
 14:47:50 2022/6/3,0,904,44
 14:47:51 2022/6/3,0,905,40
 14:47:51 2022/6/3,1,904,-72
 14:47:52 2022/6/3,0,904,128
 14:47:52 2022/6/3,1023,906,-608
 14:47:53 2022/6/3,450,906,404
 14:47:53 2022/6/3,321,906,1260
 14:47:54 2022/6/3,1,906,-1108
 14:47:54 2022/6/3,0,906,1184
 14:47:55 2022/6/3,0,907,-500
 14:47:55 2022/6/3,1,906,1104
 14:47:56 2022/6/3,1,906,-440
 14:47:56 2022/6/3,0,907,204
 14:47:57 2022/6/3,0,907,328
 14:47:57 2022/6/3,1,908,64
 14:47:58 2022/6/3,0,908,664
 14:47:58 2022/6/3,0,908,376
 14:47:59 2022/6/3,0,908,440
 14:47:59 2022/6/3,0,907,412
 14:48:0 2022/6/3,1,908,112
 14:48:0 2022/6/3,0,908,668
 14:48:1 2022/6/3,0,909,-88
 14:48:1 2022/6/3,66,910,452
 14:48:2 2022/6/3,1,910,344
 14:48:2 2022/6/3,0,910,24
 14:48:3 2022/6/3,1,908,552
 14:48:3 2022/6/3,0,908,548
 14:48:4 2022/6/3,0,909,476
 14:48:4 2022/6/3,1,903,408
 14:48:5 2022/6/3,1023,903,344
 14:48:5 2022/6/3,949,904,1116
 14:48:6 2022/6/3,906,903,-1612
 14:48:6 2022/6/3,1023,901,-380
 14:48:7 2022/6/3,943,909,2288
 14:48:7 2022/6/3,1023,908,1504
 14:48:8 2022/6/3,484,908,184
 14:48:8 2022/6/3,1023,909,1000
 14:48:9 2022/6/3,512,909,812
 14:48:9 2022/6/3,1023,910,1440
 14:48:10 2022/6/3,1016,909,920
 14:48:10 2022/6/3,1023,910,-1180
 14:48:11 2022/6/3,1023,911,1960
 14:48:11 2022/6/3,522,911,2672
 14:48:12 2022/6/3,616,911,816
 14:48:12 2022/6/3,1023,911,184
 14:48:13 2022/6/3,293,912,1468
 14:48:13 2022/6/3,1,905,836
 14:48:14 2022/6/3,0,904,876
 14:48:14 2022/6/3,0,905,1048
 14:48:15 2022/6/3,1,901,1072
 14:48:15 2022/6/3,0,903,820
 14:48:16 2022/6/3,0,903,372
 14:48:16 2022/6/3,0,905,836
 14:48:17 2022/6/3,0,908,1044
 14:48:17 2022/6/3,0,908,1076
 14:48:18 2022/6/3,1,907,704
 14:48:18 2022/6/3,0,909,636
 14:48:19 2022/6/3,0,913,1456
 14:48:19 2022/6/3,0,913,1444
 14:48:20 2022/6/3,0,911,1344
 14:48:20 2022/6/3,0,912,2368
 14:48:21 2022/6/3,0,912,2508
 14:48:21 2022/6/3,0,916,3424
 14:48:22 2022/6/3,0,910,5548
 14:48:22 2022/6/3,0,910,5524
 14:48:23 2022/6/3,0,912,6332
 14:48:23 2022/6/3,0,916,6652
 14:48:24 2022/6/3,0,911,7124
 14:48:24 2022/6/3,0,908,7012
 14:48:25 2022/6/3,0,908,5892
 14:48:25 2022/6/3,0,910,5824
 14:48:26 2022/6/3,0,911,6040
 14:48:26 2022/6/3,0,911,5672
 14:48:27 2022/6/3,1,910,5220
 14:48:27 2022/6/3,0,907,5140
 14:48:28 2022/6/3,0,911,5296
 14:48:28 2022/6/3,0,911,5156
 14:48:29 2022/6/3,0,910,5252
 14:48:29 2022/6/3,0,909,5412
 14:48:30 2022/6/3,1,910,5328
 14:48:30 2022/6/3,0,910,5240
 14:48:31 2022/6/3,0,908,5152
 14:48:31 2022/6/3,1,908,5416
 14:48:32 2022/6/3,0,909,5480
 14:48:32 2022/6/3,1,910,5232
 14:48:33 2022/6/3,0,908,5316
 14:48:33 2022/6/3,0,910,5472
 14:48:34 2022/6/3,0,908,5264
 14:48:34 2022/6/3,0,909,5412
 14:48:35 2022/6/3,1,910,5296
 14:48:35 2022/6/3,1,907,5256
 14:48:36 2022/6/3,0,909,5340
 14:48:36 2022/6/3,0,910,5120
 14:48:37 2022/6/3,0,910,5172
 14:48:37 2022/6/3,0,909,5316
 14:48:38 2022/6/3,0,909,5972
 14:48:38 2022/6/3,6,911,5488
 14:48:39 2022/6/3,765,910,5032
 14:48:39 2022/6/3,2,911,5196
 14:48:40 2022/6/3,0,911,4916
 14:48:40 2022/6/3,0,910,4960
 14:48:41 2022/6/3,0,911,5224
 14:48:41 2022/6/3,0,912,4620
 14:48:42 2022/6/3,0,911,5076
 14:48:42 2022/6/3,0,910,4812
 14:48:43 2022/6/3,0,909,5016
 14:48:43 2022/6/3,0,910,4964
 14:48:44 2022/6/3,0,910,5016
 14:48:44 2022/6/3,0,910,5068
 14:48:45 2022/6/3,1,910,4760
 14:48:45 2022/6/3,0,909,4568
 14:48:46 2022/6/3,1,909,4884
 14:48:47 2022/6/3,0,910,4944
 14:48:47 2022/6/3,0,908,4756
 14:48:48 2022/6/3,0,909,5036
 14:48:48 2022/6/3,0,911,5104
 14:48:49 2022/6/3,0,913,5300
 14:48:49 2022/6/3,0,914,5172
 14:48:50 2022/6/3,0,913,5424
 14:48:50 2022/6/3,0,914,5612
 14:48:51 2022/6/3,0,911,5392
 14:48:51 2022/6/3,0,912,5356
 14:48:52 2022/6/3,0,912,5572
 14:48:52 2022/6/3,0,910,5284
 14:48:53 2022/6/3,0,909,5540
 14:48:53 2022/6/3,0,910,5364
 14:48:54 2022/6/3,0,910,5520
 14:48:54 2022/6/3,0,908,5284
 14:48:55 2022/6/3,0,906,5292
 14:48:55 2022/6/3,0,906,5308
 14:48:56 2022/6/3,0,907,5504
 14:48:56 2022/6/3,0,903,5116
 14:48:57 2022/6/3,0,905,5428
 14:48:57 2022/6/3,0,906,5152
 14:48:58 2022/6/3,0,906,5260
 14:48:58 2022/6/3,0,906,5288
 14:48:59 2022/6/3,21,907,5384
 14:48:59 2022/6/3,1023,908,5004
 14:49:0 2022/6/3,1,909,5600
 14:49:0 2022/6/3,1,909,5324
 14:49:1 2022/6/3,0,908,4808
 14:49:1 2022/6/3,0,907,5460
 14:49:2 2022/6/3,0,909,5352
 14:49:2 2022/6/3,0,908,5288
 14:49:3 2022/6/3,0,901,5240
 14:49:3 2022/6/3,0,899,5268
 14:49:4 2022/6/3,0,898,5332
 14:49:4 2022/6/3,0,898,5024
 14:49:5 2022/6/3,0,903,5540
 14:49:5 2022/6/3,0,901,5592
 14:49:6 2022/6/3,0,900,5576
 14:49:6 2022/6/3,0,898,5624
 14:49:7 2022/6/3,0,895,5416
 14:49:7 2022/6/3,0,893,5328
 14:49:8 2022/6/3,0,893,5212
 14:49:8 2022/6/3,0,897,5592
 14:49:9 2022/6/3,0,901,6416
 14:49:9 2022/6/3,0,902,6168
 14:49:10 2022/6/3,0,903,6668
 14:49:10 2022/6/3,0,901,6640
 14:49:11 2022/6/3,0,901,6480
 14:49:11 2022/6/3,0,901,6580
 14:49:12 2022/6/3,0,903,6476
 14:49:12 2022/6/3,0,902,6396
 14:49:13 2022/6/3,0,903,6648
 14:49:13 2022/6/3,0,903,6664
 14:49:14 2022/6/3,0,905,6732
 14:49:14 2022/6/3,0,904,6784
 14:49:15 2022/6/3,0,905,6316
 14:49:15 2022/6/3,1,901,8336
 14:49:16 2022/6/3,0,901,9884
 14:49:16 2022/6/3,0,893,10228
 14:49:17 2022/6/3,0,893,10340
 14:49:17 2022/6/3,0,891,10272
 14:49:18 2022/6/3,0,894,10968
 14:49:18 2022/6/3,0,893,11996
 14:49:19 2022/6/3,0,896,12028
 14:49:19 2022/6/3,0,896,12176
 14:49:20 2022/6/3,0,897,12472
 14:49:20 2022/6/3,0,897,13112
 14:49:21 2022/6/3,0,896,13112
 14:49:21 2022/6/3,0,898,12852
 14:49:22 2022/6/3,1,898,12968
 14:49:22 2022/6/3,0,897,12956
 14:49:23 2022/6/3,0,896,13128
 14:49:23 2022/6/3,0,897,12988
 14:49:24 2022/6/3,0,898,13044
 14:49:24 2022/6/3,0,898,12840
 14:49:25 2022/6/3,1,898,13004
 14:49:25 2022/6/3,0,899,12900
 14:49:26 2022/6/3,0,899,13080
 14:49:26 2022/6/3,0,898,13064
 14:49:27 2022/6/3,0,898,13200
 14:49:27 2022/6/3,0,897,13316
 14:49:28 2022/6/3,0,899,12748
 14:49:28 2022/6/3,2,898,12428
 14:49:29 2022/6/3,0,897,12036
 14:49:29 2022/6/3,0,899,12924
 14:49:30 2022/6/3,556,900,12592
 14:49:30 2022/6/3,1,901,12820
 14:49:31 2022/6/3,690,900,12968
 14:49:31 2022/6/3,1023,900,12584
 14:49:32 2022/6/3,1023,899,12836
 14:49:32 2022/6/3,1,901,12792
 14:49:33 2022/6/3,0,900,12368
 14:49:33 2022/6/3,0,899,12796
 14:49:34 2022/6/3,0,899,12652
 14:49:34 2022/6/3,0,900,12452
 14:49:35 2022/6/3,0,902,12224
 14:49:35 2022/6/3,0,903,9888
 14:49:36 2022/6/3,0,905,6768
 14:49:36 2022/6/3,1,905,5856
 14:49:37 2022/6/3,0,909,4332
 14:49:37 2022/6/3,0,912,2464
 14:49:38 2022/6/3,0,915,1576
 14:49:38 2022/6/3,1,920,1116
 14:49:39 2022/6/3,1,919,944
 14:49:39 2022/6/3,0,920,936
 14:49:40 2022/6/3,1,921,916
 14:49:40 2022/6/3,0,922,700
 14:49:41 2022/6/3,0,922,1028
 14:49:41 2022/6/3,1,922,968
 14:49:42 2022/6/3,0,921,960
 14:49:42 2022/6/3,0,922,1044
 14:49:43 2022/6/3,0,922,1204
 14:49:43 2022/6/3,0,923,1268
 14:49:44 2022/6/3,0,922,1092
 14:49:44 2022/6/3,0,921,904
 14:49:45 2022/6/3,0,922,1460
 14:49:45 2022/6/3,0,920,1436
 14:49:46 2022/6/3,0,918,1128
 14:49:46 2022/6/3,1,919,744
 14:49:47 2022/6/3,0,919,1512
 14:49:47 2022/6/3,0,920,848
 14:49:48 2022/6/3,1,921,1248
 14:49:48 2022/6/3,0,921,1164
 14:49:49 2022/6/3,1,921,1152
 14:49:49 2022/6/3,0,921,1440
 14:49:50 2022/6/3,1,921,1216
 14:49:50 2022/6/3,0,922,1192
 14:49:51 2022/6/3,0,922,1160
 14:49:51 2022/6/3,1,922,1092
 14:49:52 2022/6/3,0,922,996
 14:49:52 2022/6/3,0,923,580
 14:49:53 2022/6/3,0,923,748
 14:49:53 2022/6/3,0,922,748
 14:49:54 2022/6/3,1,924,1332
 14:49:54 2022/6/3,0,922,1216
 14:49:55 2022/6/3,0,920,780
 14:49:55 2022/6/3,0,920,1432
 14:49:56 2022/6/3,1,921,1268
 14:49:56 2022/6/3,0,920,1276
 14:49:57 2022/6/3,0,921,944
 14:49:57 2022/6/3,0,922,860
 14:49:58 2022/6/3,0,921,980
 14:49:58 2022/6/3,0,921,692
 14:49:59 2022/6/3,1,921,916
 14:49:59 2022/6/3,1,920,964
 14:50:0 2022/6/3,1,920,880
 14:50:0 2022/6/3,1,919,860
 14:50:1 2022/6/3,0,919,792
 14:50:1 2022/6/3,0,919,880
 14:50:2 2022/6/3,0,917,652
 14:50:2 2022/6/3,0,917,980
 14:50:3 2022/6/3,0,918,672
 14:50:3 2022/6/3,0,916,1796
 14:50:4 2022/6/3,0,918,1188
 14:50:5 2022/6/3,0,916,792
 14:50:5 2022/6/3,0,918,232
 14:50:6 2022/6/3,1,918,812
 14:50:6 2022/6/3,0,919,384
 14:50:7 2022/6/3,0,918,496
 14:50:7 2022/6/3,1,918,768
 14:50:8 2022/6/3,0,919,548
 14:50:8 2022/6/3,0,918,736
 14:50:9 2022/6/3,0,919,692
 14:50:9 2022/6/3,0,919,572
 14:50:10 2022/6/3,0,919,868
 14:50:10 2022/6/3,1,919,576
 14:50:11 2022/6/3,0,915,608
 14:50:11 2022/6/3,1,913,588
 14:50:12 2022/6/3,0,911,636
 14:50:12 2022/6/3,0,909,2120
 14:50:13 2022/6/3,0,924,3864
 14:50:13 2022/6/3,0,918,5144
 14:50:14 2022/6/3,0,919,5576
 14:50:14 2022/6/3,0,917,5816
 14:50:15 2022/6/3,0,917,6104
 14:50:15 2022/6/3,0,916,5680
 14:50:16 2022/6/3,0,918,5636
 14:50:16 2022/6/3,1023,918,4880
 14:50:17 2022/6/3,1023,917,4704
 14:50:17 2022/6/3,0,916,4436
 14:50:18 2022/6/3,4,916,4524
 14:50:18 2022/6/3,1,914,4684
 14:50:19 2022/6/3,2,914,4160
 14:50:19 2022/6/3,4,915,4448
 14:50:20 2022/6/3,4,916,4372
 14:50:20 2022/6/3,3,919,4628
 14:50:21 2022/6/3,4,919,5024
 14:50:21 2022/6/3,3,918,4504
 14:50:22 2022/6/3,3,919,4564
 14:50:22 2022/6/3,3,919,4808
 14:50:23 2022/6/3,3,920,4808
 14:50:23 2022/6/3,3,920,4880
 14:50:24 2022/6/3,3,920,5064
 14:50:24 2022/6/3,3,919,4900
 14:50:25 2022/6/3,2,919,5180
 14:50:25 2022/6/3,3,918,5176
 14:50:26 2022/6/3,3,919,5100
 14:50:26 2022/6/3,3,919,5076
 14:50:27 2022/6/3,3,917,5352
 14:50:27 2022/6/3,3,915,9096
 14:50:28 2022/6/3,3,909,13744
 14:50:28 2022/6/3,3,911,14344
 14:50:29 2022/6/3,3,912,14312
 14:50:29 2022/6/3,3,912,14552
 14:50:30 2022/6/3,2,913,14112
 14:50:30 2022/6/3,3,914,14272
 14:50:31 2022/6/3,3,914,14108
 14:50:31 2022/6/3,2,915,14180
 14:50:32 2022/6/3,3,915,13996
 14:50:32 2022/6/3,2,916,14224
 14:50:33 2022/6/3,2,914,14040
 14:50:33 2022/6/3,3,915,13968
 14:50:34 2022/6/3,1,916,13572
 14:50:34 2022/6/3,1023,916,13808
 14:50:35 2022/6/3,113,917,13992
 14:50:35 2022/6/3,3,917,14440
 14:50:36 2022/6/3,1,918,13580
 14:50:36 2022/6/3,1,917,14448
 14:50:37 2022/6/3,182,917,13912
 14:50:37 2022/6/3,1023,914,14016
 14:50:38 2022/6/3,13,913,13664
 14:50:38 2022/6/3,0,913,13772
 14:50:39 2022/6/3,0,914,13560
 14:50:39 2022/6/3,0,914,13776
 14:50:40 2022/6/3,0,912,10308
 14:50:40 2022/6/3,0,913,8056
 14:50:41 2022/6/3,0,909,7344
 14:50:41 2022/6/3,0,911,6992
 14:50:42 2022/6/3,0,919,4968
 14:50:42 2022/6/3,0,918,1596
 14:50:43 2022/6/3,0,919,-76
 14:50:43 2022/6/3,0,912,-324
 14:50:44 2022/6/3,0,913,1380
 14:50:44 2022/6/3,0,914,1400
 14:50:45 2022/6/3,0,916,1336
 14:50:45 2022/6/3,0,915,1144
 14:50:46 2022/6/3,0,915,1048
 14:50:46 2022/6/3,0,913,876
 14:50:47 2022/6/3,0,915,848
 14:50:47 2022/6/3,0,915,800
 14:50:48 2022/6/3,0,915,764
 14:50:48 2022/6/3,1,917,848
 14:50:49 2022/6/3,0,917,748
 14:50:49 2022/6/3,0,916,948
 14:50:50 2022/6/3,0,913,644
 14:50:50 2022/6/3,0,915,688
 14:50:51 2022/6/3,0,914,544
 14:50:51 2022/6/3,1,914,692
 14:50:52 2022/6/3,0,914,836
 14:50:52 2022/6/3,0,914,740
 14:50:53 2022/6/3,0,908,1284
 14:50:53 2022/6/3,1,910,420
 14:50:54 2022/6/3,0,911,532
 14:50:54 2022/6/3,0,909,608
 14:50:55 2022/6/3,0,910,476
 14:50:55 2022/6/3,59,912,740
 14:50:56 2022/6/3,119,912,716
 14:50:56 2022/6/3,0,911,224
 14:50:57 2022/6/3,4,910,716
 14:50:57 2022/6/3,4,912,524
 14:50:58 2022/6/3,1011,912,648
 14:50:58 2022/6/3,1023,912,680
 14:50:59 2022/6/3,1023,910,660
 14:50:59 2022/6/3,22,911,436
 14:51:0 2022/6/3,1,909,448
 14:51:0 2022/6/3,0,910,416
 14:51:1 2022/6/3,0,910,336
 14:51:1 2022/6/3,0,910,444
 14:51:2 2022/6/3,0,910,628
 14:51:2 2022/6/3,0,908,280
 14:51:3 2022/6/3,0,905,444
 14:51:3 2022/6/3,0,905,400
 14:51:4 2022/6/3,0,900,492
 14:51:4 2022/6/3,0,903,508
 14:51:5 2022/6/3,0,905,776
 14:51:5 2022/6/3,0,900,520
 14:51:6 2022/6/3,0,894,592
 14:51:6 2022/6/3,0,893,644
 14:51:7 2022/6/3,1,879,592
 14:51:7 2022/6/3,0,878,692
 14:51:8 2022/6/3,0,890,564
 14:51:8 2022/6/3,0,893,628
 14:51:9 2022/6/3,0,891,508
 14:51:9 2022/6/3,0,892,548
 14:51:10 2022/6/3,0,893,408
