 time, vibration, pressure, z_tilt
 14:51:51 2022/6/3,0,867,328
 14:51:52 2022/6/3,0,864,400
 14:51:52 2022/6/3,0,861,544
 14:51:53 2022/6/3,0,864,400
 14:51:53 2022/6/3,0,862,544
 14:51:54 2022/6/3,1,862,548
 14:51:54 2022/6/3,0,858,444
 14:51:55 2022/6/3,0,860,384
 14:51:55 2022/6/3,0,858,492
 14:51:56 2022/6/3,0,853,520
 14:51:56 2022/6/3,0,852,648
 14:51:57 2022/6/3,0,856,660
 14:51:57 2022/6/3,0,854,372
 14:51:58 2022/6/3,0,855,488
 14:51:58 2022/6/3,0,855,524
 14:51:59 2022/6/3,0,848,536
 14:51:59 2022/6/3,0,846,544
 14:52:0 2022/6/3,1,850,672
 14:52:0 2022/6/3,0,853,600
