 time, vibration, pressure, z_tilt
 14:47:3 2022/6/3,1,0,512
 14:47:3 2022/6/3,1,0,472
 14:47:4 2022/6/3,1,0,324
 14:47:4 2022/6/3,1,0,420
 14:47:5 2022/6/3,1,0,368
 14:47:5 2022/6/3,1,0,-40
 14:47:6 2022/6/3,1,0,356
 14:47:6 2022/6/3,1,0,24
 14:47:7 2022/6/3,1,0,248
 14:47:7 2022/6/3,1,0,84
 14:47:8 2022/6/3,1,0,92
 14:47:8 2022/6/3,2,0,632
 14:47:9 2022/6/3,1,0,-120
 14:47:9 2022/6/3,1023,0,320
 14:47:10 2022/6/3,1023,0,84
 14:47:10 2022/6/3,1023,0,0
 14:47:11 2022/6/3,1023,0,-20
 14:47:11 2022/6/3,1,0,-60
 14:47:12 2022/6/3,1,0,-188
 14:47:12 2022/6/3,1,0,-96
 14:47:13 2022/6/3,1,0,-4
 14:47:13 2022/6/3,1,0,216
 14:47:14 2022/6/3,1,0,288
 14:47:14 2022/6/3,1,0,304
 14:47:15 2022/6/3,1,0,148
 14:47:15 2022/6/3,1,0,168
 14:47:16 2022/6/3,1,0,-24
 14:47:16 2022/6/3,1,0,-2376
 14:47:17 2022/6/3,1,0,128
 14:47:17 2022/6/3,1,0,-32
 14:47:18 2022/6/3,1,0,976
 14:47:18 2022/6/3,1,0,1352
 14:47:19 2022/6/3,1,0,840
 14:47:19 2022/6/3,1,0,836
 14:47:20 2022/6/3,1,0,1184
 14:47:20 2022/6/3,1,0,1268
 14:47:21 2022/6/3,1,0,488
 14:47:21 2022/6/3,1,0,748
 14:47:22 2022/6/3,1,0,188
 14:47:22 2022/6/3,1,0,724
 14:47:23 2022/6/3,1,0,472
 14:47:23 2022/6/3,1,0,376
 14:47:24 2022/6/3,1,0,576
 14:47:24 2022/6/3,1,0,752
 14:47:25 2022/6/3,1,0,724
 14:47:25 2022/6/3,1,0,900
 14:47:26 2022/6/3,1,0,700
 14:47:26 2022/6/3,0,0,764
 14:47:27 2022/6/3,1,0,704
 14:47:27 2022/6/3,1,0,608
 14:47:28 2022/6/3,1,0,448
 14:47:28 2022/6/3,1,0,12
 14:47:29 2022/6/3,0,0,168
 14:47:30 2022/6/3,1,0,336
 14:47:30 2022/6/3,1,0,364
 14:47:31 2022/6/3,1,0,236
 14:47:31 2022/6/3,1,0,456
 14:47:32 2022/6/3,1,0,184
 14:47:32 2022/6/3,102,0,184
 14:47:33 2022/6/3,1023,0,368
 14:47:33 2022/6/3,1023,0,300
 14:47:34 2022/6/3,1023,0,296
 14:47:34 2022/6/3,1,0,232
 14:47:35 2022/6/3,1,0,84
 14:47:35 2022/6/3,1,0,292
 14:47:36 2022/6/3,1,0,168
 14:47:36 2022/6/3,1,0,208
 14:47:37 2022/6/3,1,0,260
 14:47:37 2022/6/3,1,0,164
 14:47:38 2022/6/3,1,0,124
 14:47:38 2022/6/3,1,0,280
 14:47:39 2022/6/3,1,0,288
 14:47:39 2022/6/3,1,0,312
 14:47:40 2022/6/3,1,0,272
 14:47:40 2022/6/3,1,0,352
 14:47:41 2022/6/3,1,0,1064
 14:47:41 2022/6/3,1,0,740
 14:47:42 2022/6/3,1,0,720
 14:47:42 2022/6/3,1,0,-948
 14:47:43 2022/6/3,1,0,-252
 14:47:43 2022/6/3,1,0,96
 14:47:44 2022/6/3,1,0,924
 14:47:44 2022/6/3,1,0,-72
 14:47:45 2022/6/3,1,0,180
 14:47:45 2022/6/3,1,0,96
 14:47:46 2022/6/3,1,0,108
 14:47:46 2022/6/3,1,0,184
 14:47:47 2022/6/3,1,0,336
 14:47:47 2022/6/3,1,0,232
 14:47:48 2022/6/3,1,0,128
 14:47:48 2022/6/3,1,0,168
 14:47:49 2022/6/3,1023,0,268
 14:47:49 2022/6/3,1,0,244
 14:47:50 2022/6/3,1,0,48
 14:47:50 2022/6/3,1,0,-24
 14:47:51 2022/6/3,1,0,292
 14:47:51 2022/6/3,1,0,412
 14:47:52 2022/6/3,1,0,460
 14:47:52 2022/6/3,1,0,492
 14:47:53 2022/6/3,1,0,644
 14:47:53 2022/6/3,1,0,740
 14:47:54 2022/6/3,1,0,508
 14:47:54 2022/6/3,1,0,424
 14:47:55 2022/6/3,1,0,412
 14:47:55 2022/6/3,1,0,864
 14:47:56 2022/6/3,1,0,1196
 14:47:56 2022/6/3,1,0,552
 14:47:57 2022/6/3,1,0,852
 14:47:57 2022/6/3,1,0,800
 14:47:58 2022/6/3,1,0,960
 14:47:58 2022/6/3,1,0,876
 14:47:59 2022/6/3,1,0,1080
 14:47:59 2022/6/3,1,0,720
 14:48:0 2022/6/3,1,0,672
 14:48:0 2022/6/3,1,0,532
 14:48:1 2022/6/3,1,0,636
 14:48:1 2022/6/3,1,0,-952
 14:48:2 2022/6/3,1,0,-1240
 14:48:2 2022/6/3,1,0,-948
 14:48:3 2022/6/3,1,0,-512
 14:48:3 2022/6/3,1,0,-88
 14:48:4 2022/6/3,1,0,-80
 14:48:4 2022/6/3,1,0,-112
 14:48:5 2022/6/3,1,0,4
 14:48:5 2022/6/3,1,0,-52
 14:48:6 2022/6/3,1,0,-140
 14:48:6 2022/6/3,1,0,-208
 14:48:7 2022/6/3,1,0,-12
 14:48:7 2022/6/3,1,0,0
 14:48:8 2022/6/3,1,0,76
 14:48:8 2022/6/3,2,0,-208
 14:48:9 2022/6/3,1023,0,-348
 14:48:9 2022/6/3,1023,0,-100
 14:48:10 2022/6/3,1023,0,12
 14:48:10 2022/6/3,953,0,-200
 14:48:11 2022/6/3,1,0,-52
 14:48:11 2022/6/3,1023,0,-364
 14:48:12 2022/6/3,1,0,-96
 14:48:12 2022/6/3,1,0,-196
 14:48:13 2022/6/3,1,0,-164
 14:48:13 2022/6/3,1,0,-108
 14:48:14 2022/6/3,1,0,-292
 14:48:14 2022/6/3,1,0,912
 14:48:15 2022/6/3,1,0,1444
 14:48:15 2022/6/3,1,0,1172
 14:48:16 2022/6/3,1,0,612
 14:48:16 2022/6/3,1,0,752
 14:48:17 2022/6/3,1,0,440
 14:48:17 2022/6/3,1,0,468
 14:48:18 2022/6/3,1,0,748
 14:48:18 2022/6/3,1,0,664
 14:48:19 2022/6/3,1,0,848
 14:48:19 2022/6/3,1,0,420
 14:48:20 2022/6/3,1,0,964
 14:48:20 2022/6/3,1,0,696
 14:48:21 2022/6/3,1,0,660
 14:48:21 2022/6/3,1,0,1168
 14:48:22 2022/6/3,1,0,588
 14:48:22 2022/6/3,1,0,804
 14:48:23 2022/6/3,1,0,224
 14:48:23 2022/6/3,1,0,308
 14:48:24 2022/6/3,1,0,900
 14:48:24 2022/6/3,1,0,248
 14:48:25 2022/6/3,1,0,388
 14:48:25 2022/6/3,1,0,196
 14:48:26 2022/6/3,1,0,184
 14:48:26 2022/6/3,1,0,-200
 14:48:27 2022/6/3,1,0,-128
 14:48:27 2022/6/3,1,0,16
 14:48:28 2022/6/3,1,0,56
 14:48:28 2022/6/3,1,0,128
 14:48:29 2022/6/3,1,0,96
 14:48:29 2022/6/3,1023,0,-164
 14:48:30 2022/6/3,1023,0,160
 14:48:30 2022/6/3,1023,0,-280
 14:48:31 2022/6/3,1023,0,-124
 14:48:31 2022/6/3,1,0,-132
 14:48:32 2022/6/3,1,0,-12
 14:48:32 2022/6/3,1,0,20
 14:48:33 2022/6/3,1,0,-212
 14:48:33 2022/6/3,1023,0,-120
 14:48:34 2022/6/3,2,0,-360
 14:48:34 2022/6/3,1023,0,-132
 14:48:35 2022/6/3,1,0,-136
 14:48:35 2022/6/3,1,0,-144
 14:48:36 2022/6/3,1,0,-292
 14:48:36 2022/6/3,1,0,-284
 14:48:37 2022/6/3,1,0,-308
 14:48:37 2022/6/3,1,0,-280
 14:48:38 2022/6/3,1,0,-236
 14:48:38 2022/6/3,0,0,-212
 14:48:39 2022/6/3,1,0,-184
 14:48:39 2022/6/3,1,0,-24
 14:48:40 2022/6/3,1,0,128
 14:48:40 2022/6/3,1,0,52
 14:48:41 2022/6/3,1,0,280
 14:48:41 2022/6/3,1,0,44
 14:48:42 2022/6/3,1,0,132
 14:48:42 2022/6/3,1,0,292
 14:48:43 2022/6/3,1,0,204
 14:48:43 2022/6/3,1,0,228
 14:48:44 2022/6/3,1,0,248
 14:48:44 2022/6/3,1,0,152
 14:48:45 2022/6/3,1,0,256
 14:48:45 2022/6/3,1,0,228
 14:48:46 2022/6/3,1,0,512
 14:48:46 2022/6/3,0,0,-4
 14:48:47 2022/6/3,1,0,4
 14:48:47 2022/6/3,1,0,96
 14:48:48 2022/6/3,1,0,-88
 14:48:48 2022/6/3,1,0,-388
 14:48:49 2022/6/3,0,0,-432
 14:48:49 2022/6/3,0,0,-284
 14:48:50 2022/6/3,1,0,-248
 14:48:50 2022/6/3,1,0,-348
 14:48:51 2022/6/3,1,0,-296
 14:48:52 2022/6/3,1,0,-236
 14:48:52 2022/6/3,1,0,16
 14:48:53 2022/6/3,1,0,228
 14:48:53 2022/6/3,1,0,528
 14:48:54 2022/6/3,1,0,2344
 14:48:54 2022/6/3,1,0,260
 14:48:55 2022/6/3,1,0,748
 14:48:55 2022/6/3,1,0,2044
 14:48:56 2022/6/3,1,0,2068
 14:48:56 2022/6/3,1,0,2500
 14:48:57 2022/6/3,1,0,1824
 14:48:57 2022/6/3,1,0,2372
 14:48:58 2022/6/3,1,0,1764
 14:48:58 2022/6/3,1,0,1516
 14:48:59 2022/6/3,1,0,972
 14:48:59 2022/6/3,1,0,-512
 14:49:0 2022/6/3,1,0,-868
 14:49:0 2022/6/3,0,0,-728
 14:49:1 2022/6/3,0,0,108
 14:49:1 2022/6/3,1,0,-20
 14:49:2 2022/6/3,1,0,-176
 14:49:2 2022/6/3,0,0,16
 14:49:3 2022/6/3,1,0,36
 14:49:3 2022/6/3,1,0,308
 14:49:4 2022/6/3,1,0,344
 14:49:4 2022/6/3,1,0,472
 14:49:5 2022/6/3,1,0,116
 14:49:5 2022/6/3,1,0,524
 14:49:6 2022/6/3,1,0,-100
 14:49:6 2022/6/3,1,0,-76
 14:49:7 2022/6/3,1,0,-596
 14:49:7 2022/6/3,0,0,-396
 14:49:8 2022/6/3,1,0,-1204
 14:49:8 2022/6/3,1,0,-364
 14:49:9 2022/6/3,1,0,-476
 14:49:9 2022/6/3,1,0,-540
 14:49:10 2022/6/3,0,764,-1540
 14:49:10 2022/6/3,0,812,-400
 14:49:11 2022/6/3,1,873,-108
 14:49:11 2022/6/3,1,846,-624
 14:49:12 2022/6/3,1,867,-648
 14:49:12 2022/6/3,1,891,-820
 14:49:13 2022/6/3,0,913,-2000
 14:49:13 2022/6/3,0,882,-1004
 14:49:14 2022/6/3,0,864,-1276
 14:49:14 2022/6/3,1,823,-1764
 14:49:15 2022/6/3,1,812,1508
 14:49:15 2022/6/3,0,804,1736
 14:49:16 2022/6/3,1,780,1152
 14:49:16 2022/6/3,0,787,1344
 14:49:17 2022/6/3,1,861,512
 14:49:17 2022/6/3,0,911,276
 14:49:18 2022/6/3,1,891,972
 14:49:18 2022/6/3,0,872,3336
 14:49:19 2022/6/3,1,834,3916
 14:49:19 2022/6/3,1,819,3548
 14:49:20 2022/6/3,0,856,3996
 14:49:20 2022/6/3,0,888,3816
 14:49:21 2022/6/3,0,912,3264
 14:49:21 2022/6/3,0,884,3776
 14:49:22 2022/6/3,1,875,3880
 14:49:22 2022/6/3,0,901,2160
 14:49:23 2022/6/3,0,893,2052
 14:49:23 2022/6/3,1,897,1204
 14:49:24 2022/6/3,0,902,1680
 14:49:24 2022/6/3,1,900,1916
 14:49:25 2022/6/3,1,904,2512
 14:49:25 2022/6/3,1,896,2736
 14:49:26 2022/6/3,1,894,2408
 14:49:26 2022/6/3,1,877,2552
 14:49:27 2022/6/3,6,875,2572
 14:49:27 2022/6/3,1023,874,2452
 14:49:28 2022/6/3,1023,875,2572
 14:49:28 2022/6/3,97,875,2548
 14:49:29 2022/6/3,1,874,2704
 14:49:29 2022/6/3,1,877,2732
 14:49:30 2022/6/3,1,895,2496
 14:49:30 2022/6/3,1,883,3308
 14:49:31 2022/6/3,1,877,4396
 14:49:31 2022/6/3,1,875,4664
 14:49:32 2022/6/3,1,862,3992
 14:49:32 2022/6/3,1,862,4004
 14:49:33 2022/6/3,1,862,3604
 14:49:33 2022/6/3,1,850,3340
 14:49:34 2022/6/3,1,865,3192
 14:49:34 2022/6/3,1,883,3144
 14:49:35 2022/6/3,1,878,3160
 14:49:35 2022/6/3,1,873,3136
 14:49:36 2022/6/3,1,876,3132
 14:49:36 2022/6/3,1,875,2996
 14:49:37 2022/6/3,1,872,3048
 14:49:37 2022/6/3,1,873,3144
 14:49:38 2022/6/3,1,877,3352
 14:49:38 2022/6/3,1023,875,2940
 14:49:39 2022/6/3,1019,873,2956
 14:49:39 2022/6/3,1023,873,2916
 14:49:40 2022/6/3,22,875,2920
 14:49:40 2022/6/3,1,876,3136
 14:49:41 2022/6/3,1,889,2960
 14:49:41 2022/6/3,0,890,2888
 14:49:42 2022/6/3,1,881,3072
 14:49:42 2022/6/3,1,878,3116
 14:49:43 2022/6/3,1,876,3568
 14:49:43 2022/6/3,1,876,3420
 14:49:44 2022/6/3,1,876,2960
 14:49:44 2022/6/3,0,876,3160
 14:49:45 2022/6/3,1,870,3200
 14:49:45 2022/6/3,0,868,3572
 14:49:46 2022/6/3,1,866,3828
 14:49:46 2022/6/3,1,867,3592
 14:49:47 2022/6/3,1,862,3668
 14:49:47 2022/6/3,1,859,3564
 14:49:48 2022/6/3,1,857,3728
 14:49:48 2022/6/3,0,857,4084
 14:49:49 2022/6/3,0,857,3892
 14:49:49 2022/6/3,0,857,3616
 14:49:50 2022/6/3,967,858,4164
 14:49:50 2022/6/3,1023,858,3732
 14:49:51 2022/6/3,1023,858,3708
 14:49:51 2022/6/3,1,859,3496
 14:49:52 2022/6/3,1,861,3460
 14:49:52 2022/6/3,1,873,4024
 14:49:53 2022/6/3,1,870,3732
 14:49:53 2022/6/3,1,867,3540
 14:49:54 2022/6/3,1,865,3892
 14:49:54 2022/6/3,1,863,3244
 14:49:55 2022/6/3,1,860,3784
 14:49:55 2022/6/3,1,861,3768
 14:49:56 2022/6/3,1,860,3136
 14:49:56 2022/6/3,1,862,3368
 14:49:57 2022/6/3,0,857,3416
 14:49:57 2022/6/3,1,854,3316
 14:49:58 2022/6/3,1,854,3596
 14:49:58 2022/6/3,1,861,3396
 14:49:59 2022/6/3,1,864,3128
 14:49:59 2022/6/3,1,862,3376
 14:50:0 2022/6/3,1,862,3336
 14:50:0 2022/6/3,1,857,3756
 14:50:1 2022/6/3,1,854,3944
 14:50:1 2022/6/3,1,854,4132
 14:50:2 2022/6/3,1,852,3784
 14:50:2 2022/6/3,1,857,3992
 14:50:3 2022/6/3,1,859,3840
 14:50:3 2022/6/3,1,859,3792
 14:50:4 2022/6/3,1,858,3716
 14:50:4 2022/6/3,1,858,3596
 14:50:5 2022/6/3,1,860,3720
 14:50:5 2022/6/3,1,857,3900
 14:50:6 2022/6/3,1,857,3680
 14:50:6 2022/6/3,1,854,3764
 14:50:7 2022/6/3,1,857,3960
 14:50:7 2022/6/3,1,858,3824
 14:50:8 2022/6/3,1,859,3724
 14:50:8 2022/6/3,1,858,3596
 14:50:9 2022/6/3,0,857,3580
 14:50:9 2022/6/3,1,854,3932
 14:50:10 2022/6/3,1,854,3692
 14:50:11 2022/6/3,1,854,3664
 14:50:11 2022/6/3,1,852,3900
 14:50:12 2022/6/3,1,852,3612
 14:50:12 2022/6/3,1,853,3936
 14:50:13 2022/6/3,1,849,3864
 14:50:13 2022/6/3,1,844,3644
 14:50:14 2022/6/3,1,850,3864
 14:50:14 2022/6/3,1,847,3780
 14:50:15 2022/6/3,576,847,3696
 14:50:15 2022/6/3,1023,843,3892
 14:50:16 2022/6/3,1023,840,3600
 14:50:16 2022/6/3,1,840,3756
 14:50:17 2022/6/3,1,838,3776
 14:50:17 2022/6/3,1,842,3540
 14:50:18 2022/6/3,1,836,3844
 14:50:18 2022/6/3,1,839,3772
 14:50:19 2022/6/3,1,833,4016
 14:50:19 2022/6/3,2,833,3908
 14:50:20 2022/6/3,1,831,4092
 14:50:20 2022/6/3,1,832,3840
 14:50:21 2022/6/3,1,832,3840
 14:50:21 2022/6/3,1,839,4052
 14:50:22 2022/6/3,1,840,3904
 14:50:22 2022/6/3,1,841,3900
 14:50:23 2022/6/3,1,843,3768
 14:50:23 2022/6/3,1,843,4064
 14:50:24 2022/6/3,1,841,3472
 14:50:24 2022/6/3,1,844,3800
 14:50:25 2022/6/3,1,848,3784
 14:50:25 2022/6/3,1,853,3752
 14:50:26 2022/6/3,1,875,3712
 14:50:26 2022/6/3,1,871,4140
 14:50:27 2022/6/3,1,868,3500
 14:50:27 2022/6/3,1,861,3404
 14:50:28 2022/6/3,1,852,2892
 14:50:28 2022/6/3,1,787,2920
 14:50:29 2022/6/3,1,797,4752
 14:50:29 2022/6/3,1,795,5788
 14:50:30 2022/6/3,1,813,4272
 14:50:30 2022/6/3,1,810,2100
 14:50:31 2022/6/3,2,805,2436
 14:50:31 2022/6/3,1,804,3412
 14:50:32 2022/6/3,1,805,3440
 14:50:32 2022/6/3,1,794,4168
 14:50:33 2022/6/3,1,813,3864
 14:50:33 2022/6/3,1,813,3636
 14:50:34 2022/6/3,1,803,3428
 14:50:34 2022/6/3,1,800,3200
 14:50:35 2022/6/3,1,825,3312
 14:50:35 2022/6/3,1,820,2740
 14:50:36 2022/6/3,1022,818,3068
 14:50:36 2022/6/3,228,812,3320
 14:50:37 2022/6/3,1,812,3088
 14:50:37 2022/6/3,1,814,3180
 14:50:38 2022/6/3,1,815,3072
 14:50:38 2022/6/3,1,818,3312
 14:50:39 2022/6/3,1,818,3124
 14:50:39 2022/6/3,1,814,3048
 14:50:40 2022/6/3,1,808,3072
 14:50:40 2022/6/3,2,815,3268
 14:50:41 2022/6/3,2,850,2712
 14:50:41 2022/6/3,1,893,2684
 14:50:42 2022/6/3,1,901,2688
 14:50:42 2022/6/3,2,888,2340
 14:50:43 2022/6/3,1,889,2788
 14:50:43 2022/6/3,1,875,2904
 14:50:44 2022/6/3,1,877,2916
 14:50:44 2022/6/3,1,879,2672
 14:50:45 2022/6/3,1,880,2648
 14:50:45 2022/6/3,1,875,2700
 14:50:46 2022/6/3,1,876,2780
 14:50:46 2022/6/3,2,878,2644
 14:50:47 2022/6/3,2,881,2636
 14:50:47 2022/6/3,1,879,2800
 14:50:48 2022/6/3,2,873,2472
 14:50:48 2022/6/3,1,878,3356
 14:50:49 2022/6/3,2,870,3656
 14:50:49 2022/6/3,2,851,3416
 14:50:50 2022/6/3,1,734,1540
 14:50:50 2022/6/3,2,807,496
 14:50:51 2022/6/3,1,855,376
 14:50:51 2022/6/3,1,874,-8
 14:50:52 2022/6/3,1,869,36
 14:50:52 2022/6/3,1,858,524
 14:50:53 2022/6/3,1,855,540
 14:50:53 2022/6/3,2,854,544
 14:50:54 2022/6/3,1,850,436
 14:50:54 2022/6/3,1,851,448
 14:50:55 2022/6/3,1,844,1272
 14:50:55 2022/6/3,1,853,-12
 14:50:56 2022/6/3,1,846,260
 14:50:56 2022/6/3,1,846,312
 14:50:57 2022/6/3,1,862,-44
 14:50:57 2022/6/3,1,866,-20
 14:50:58 2022/6/3,1,864,356
 14:50:58 2022/6/3,3,854,204
 14:50:59 2022/6/3,1023,852,380
 14:50:59 2022/6/3,1023,853,-76
 14:51:0 2022/6/3,1023,853,384
 14:51:0 2022/6/3,1,852,564
 14:51:1 2022/6/3,1,851,200
 14:51:1 2022/6/3,1,851,92
 14:51:2 2022/6/3,1,853,512
 14:51:2 2022/6/3,1,853,264
 14:51:3 2022/6/3,1,854,260
 14:51:3 2022/6/3,1,851,344
 14:51:4 2022/6/3,1,856,192
 14:51:4 2022/6/3,2,855,192
 14:51:5 2022/6/3,1,854,-56
 14:51:5 2022/6/3,1,854,276
 14:51:6 2022/6/3,1,853,312
 14:51:6 2022/6/3,2,851,320
 14:51:7 2022/6/3,1,850,120
 14:51:7 2022/6/3,1,849,532
 14:51:8 2022/6/3,1,847,204
 14:51:8 2022/6/3,1,850,172
 14:51:9 2022/6/3,1,850,192
 14:51:9 2022/6/3,1,846,44
 14:51:10 2022/6/3,1,848,200
 14:51:10 2022/6/3,2,834,236
 14:51:11 2022/6/3,939,807,592
 14:51:11 2022/6/3,1023,824,460
 14:51:12 2022/6/3,1023,834,364
 14:51:12 2022/6/3,2,838,448
 14:51:13 2022/6/3,2,840,404
 14:51:13 2022/6/3,2,844,308
 14:51:14 2022/6/3,2,838,448
 14:51:14 2022/6/3,2,835,324
 14:51:15 2022/6/3,2,837,460
 14:51:15 2022/6/3,2,833,388
 14:51:16 2022/6/3,2,839,228
 14:51:16 2022/6/3,2,842,380
 14:51:17 2022/6/3,2,841,284
 14:51:17 2022/6/3,2,841,24
 14:51:18 2022/6/3,2,841,124
 14:51:18 2022/6/3,1,841,68
 14:51:19 2022/6/3,2,852,-112
 14:51:19 2022/6/3,2,865,-120
 14:51:20 2022/6/3,2,866,284
 14:51:20 2022/6/3,2,860,1320
 14:51:21 2022/6/3,2,852,1064
 14:51:21 2022/6/3,2,847,900
 14:51:22 2022/6/3,2,847,704
 14:51:22 2022/6/3,2,846,1092
 14:51:23 2022/6/3,2,848,580
 14:51:23 2022/6/3,2,849,820
 14:51:24 2022/6/3,2,849,784
 14:51:24 2022/6/3,2,847,1036
 14:51:25 2022/6/3,2,844,624
 14:51:25 2022/6/3,1,846,1300
 14:51:26 2022/6/3,2,843,592
 14:51:26 2022/6/3,2,842,980
 14:51:27 2022/6/3,2,845,472
 14:51:27 2022/6/3,2,847,644
 14:51:28 2022/6/3,2,848,908
 14:51:28 2022/6/3,2,852,648
 14:51:29 2022/6/3,2,854,808
 14:51:30 2022/6/3,2,851,944
 14:51:30 2022/6/3,2,848,856
 14:51:31 2022/6/3,2,838,1060
 14:51:31 2022/6/3,2,837,692
 14:51:32 2022/6/3,2,841,748
 14:51:32 2022/6/3,2,841,928
 14:51:33 2022/6/3,2,842,836
 14:51:33 2022/6/3,2,844,660
 14:51:34 2022/6/3,2,844,704
 14:51:34 2022/6/3,1,849,892
 14:51:35 2022/6/3,2,848,1104
 14:51:35 2022/6/3,1,846,568
 14:51:36 2022/6/3,2,848,564
 14:51:36 2022/6/3,2,850,700
 14:51:37 2022/6/3,2,847,920
 14:51:37 2022/6/3,2,811,128
 14:51:38 2022/6/3,2,663,4636
 14:51:38 2022/6/3,2,362,7248
 14:51:39 2022/6/3,2,256,7744
 14:51:39 2022/6/3,2,625,6892
 14:51:40 2022/6/3,2,615,10080
 14:51:40 2022/6/3,2,678,10336
 14:51:41 2022/6/3,2,681,10800
 14:51:41 2022/6/3,2,649,11372
 14:51:42 2022/6/3,2,612,11640
 14:51:42 2022/6/3,2,785,11676
 14:51:43 2022/6/3,1,824,12308
 14:51:43 2022/6/3,1,845,12764
 14:51:44 2022/6/3,1,830,12624
 14:51:44 2022/6/3,1,822,11724
 14:51:45 2022/6/3,2,816,11744
 14:51:45 2022/6/3,1,802,11972
 14:51:46 2022/6/3,1,808,11776
 14:51:46 2022/6/3,2,785,11912
 14:51:47 2022/6/3,2,764,11632
 14:51:47 2022/6/3,1,725,11792
 14:51:48 2022/6/3,1,758,11756
 14:51:48 2022/6/3,1022,748,11964
 14:51:49 2022/6/3,1023,732,11832
 14:51:49 2022/6/3,1,738,11616
 14:51:50 2022/6/3,1,746,11808
